,norm,formal,subjektif,posneg
4221,fotoin aja surat negatif trs bilang baru boleh vaksin bulan kedepan,foto saja surat negatif terus bilang baru boleh vaksin bulan depan,1.0,0.0
4223,ga harus kalo emang udh dpt jadwal vaksin ya vaksin aja ada edaran dr kemkes yg membolehkan kok malahan antibodimu makin kuat dan bagus,enggak harus kalo memang sudah dapat jadwal vaksin ya vaksin saja ada edar dari kemkes yang boleh kok malah antibodi makin kuat dan bagus,0.0,0.0
4225,vaksin ya vaksin ae ga usah alasan,vaksin ya vaksin saja enggak usah alas,1.0,0.0
4227,daftar vaksin di kampus tercinta get ready for sds s vaccov at the same place dimanalagi kalo bukan gsg yang hareudang dan bau kelek,daftar vaksin di kampus cinta get ready for sds si vaccov at the same place manalagi kalo bukan gsg yang hareudang dan bau kelek,0.0,0.0
4229,mau cari vaksin dimana lagi,mau cari vaksin mana lagi,1.0,-1.0
4231,selalu saja narasi bodoh itu di gaungkan buat apa helm klw akhirnya kcelakaan juga padahal helm untuk melindungi kepala bukan pencegah kecelakaan vaksin di analogi kan ke helm jlas gx nyambung,selalu saja narasi bodoh itu di gaung buat apa helm kalau akhir kcelakaan juga padahal helm untuk lindung kepala bukan cegah celaka vaksin di analogi kan ke helm jlas enggak sambung,1.0,0.0
4232,terungkap alasan menkeu tarik anggaran vaksin daerah t,ungkap alas menkeu tarik anggar vaksin daerah t,0.0,0.0
4233,kok terpikirkan ya saya dan istri yg sudah sangat ketat dg prokes dan saya sudah vaksin lengkap pun masih terpapar anjing bener covid ini,kok pikir ya saya dan istri yang sudah sangat ketat dengan prokes dan saya sudah vaksin lengkap pun masih papar anjing benar covid ini,0.0,0.0
4235,sertipikat nya utk pegangan klo kita meluwati posko penyekatan bisa ditunjukan pada petugas klo kita sdh vaksin samadgn ktpe,sertipikat nya untuk pegang kalo kita meluwati posko sekat bisa tunjuk pada tugas kalo kita sudah vaksin samadgn ktpe,0.0,0.0
4236,akutu bukan takut di vaksintakut jarum ajaaa takuttt disuntiiikkk ndredeg cuyyyyyy,akutu bukan takut di vaksintakut jarum saja takut disuntiiikkk ndredeg cuyyyyyy,0.0,-1.0
4237,mimpi di suntik vaksin gak sakit kok,mimpi di suntik vaksin enggak sakit kok,0.0,0.0
4239,true story covid adik ambik swab test sebab ada symptoms lepas jaga patient covid but dia dh lengkap dua dose vaksin result swab test keluar and dia positive i ambik swab test sendiri sebab dh closed contact nk tunggu kkm call mmg lmbt,true story covid adik ambik swab test sebab ada symptoms lepas jaga patient covid but dia dah lengkap dua dose vaksin result swab test keluar and dia positive i ambik swab test sendiri sebab dah closed contact nk tunggu kkm call memang lmbt,0.0,0.0
4240,lhakan dari dulu bgitu kita beli vaksin sinovak dr china tapi china malah borong vaksin fpizer,lhakan dari dulu begitu kita beli vaksin sinovak dari china tapi china malah borong vaksin fpizer,0.0,0.0
4242,besok vaksin takutttt,besok vaksin takutttt,0.0,-1.0
4243,syukurlaah kalau semua diwajibkan vaksin biar makin aman yaa,syukurlaah kalau semua wajib vaksin biar makin aman ya,1.0,1.0
4244,curiganya sih gini ya mba pdhl saya pake jaki banyak juga yang begini di ig puskesmasnya juga disuruh tlp ext tp nanti saya coba minta penjelasan puskesmasnya karena skrg vaksin ke makasih ya mba,curiga sih begini ya mbak padahal saya pakai jaki banyak juga yang begini di ig puskesmas juga suruh telepon ext tapi nanti saya coba minta jelas puskesmas karena sekarang vaksin ke terima kasih ya mbak,1.0,0.0
4245,maksudnya kalok efek dari vaksin mengikuti cumak sampai jam lbh dr itu nth mati atau lumpuh tdk diakui kipi nambah lg kebodohan dunia kesehatan indon demi mensukseskan vaksin aturan ini dibuat kemunduran parah dunia medis,maksud kalo efek dari vaksin ikut cumak sampai jam lebih dari itu nth mati atau lumpuh tidak aku kipi tambah lagi bodoh dunia sehat indon demi sukses vaksin atur ini buat mundur parah dunia medis,1.0,-1.0
4246,jari tangan tiba tiba linu apa ini pertanda harus vaksin tap mager,jari tangan tiba tiba linu apa ini tanda harus vaksin tap mager,1.0,-1.0
4247,musowo bgt nanti gwe vaksin,musowo banget nanti gwe vaksin,0.0,0.0
4248,lo makan indomie yg byk bahan kimia aja woles malah takut vaksin,lo makan indomie yang banyak bahan kimia saja selow malah takut vaksin,1.0,1.0
4249,aneh banget deh anak bangsa bikin vaksin nusantarabukan nya di dukungmalah di persulitbpom taek,aneh banget deh anak bangsa bikin vaksin nusantarabukan nya di dukungmalah di persulitbpom tahi,1.0,1.0
4250,bukan di tinggalkan kemungkinan ya biar dpt memenuhi kebutuhan vaksin yg besar atau ada rentang umur tertentu yg butuh vaksin dg kemampuan berbeda di berita ga ditulis di tinggalkan judulnya doang klick bait,bukan di tinggal mungkin ya biar dapat penuh butuh vaksin yang besar atau ada rentang umur tentu yang butuh vaksin dengan mampu beda di berita enggak tulis di tinggal judul doang klick bait,0.0,0.0
4251,yg jadi masalah yg mau diajak hidup ngga mau hidup dilarang berkerumun dulu malah demo mudik dll disuruh vaksin katanya mengandung babi ada cips pengengali dll disuruh pake masker jaga jarak cuci tangan dll ngga mau ya udah mati lo sana,yang jadi masalah yang mau ajak hidup enggak mau hidup larang kerumun dulu malah demo mudik dll suruh vaksin kata kandung babi ada cips pengengali dll suruh pakai masker jaga jarak cuci tangan dll enggak mau ya sudah mati lo sana,1.0,0.0
4252,betulitulh hoax yg sering disemburkn tp kurang bukti byk pdhl kl sdh vaksin pun selagi dlm neg blm warganya divaksin kita hrs ttp prokes ketat,betulitulh hoax yang sering disemburkn tapi kurang bukti banyak padahal kalo sudah vaksin pun selagi dalam neg belum warga vaksin kita harus tetap prokes ketat,1.0,0.0
4253,hari ini mau vaksin kedua dan pasti balik dari situ bakal merasa pusing jd sy dah siapkan berbagai macam au untuk menemani kepusingan sy di tempat tidur nnti,hari ini mau vaksin dua dan pasti balik dari situ bakal rasa pusing jadi saya deh siap bagai macam au untuk tani pusing saya di tempat tidur nanti,1.0,-1.0
4255,temen ku vaksin dibilang gtu no begadang gadang,teman ku vaksin bilang begitu no begadang gadang,0.0,0.0
4256,sakit apa enga nya aku kurang bisa jelasin sih aku baru vaksin sinovac otw vaksin nah pas disuntik itu aku lagi sambil ngobrol sm perawat yg nyuntik mba nya langsung cuss suntik aja jadi drpada sakit aku lebih ke kaget aja wkwk trs yaudah udah selesai,sakit apa enga nya aku kurang bisa jelasin sih aku baru vaksin sinovac otw vaksin nah pas suntik itu aku lagi sambil obrol sama awat yang nyuntik mbak nya langsung cuss suntik saja jadi daripada sakit aku lebih ke kaget saja wkwk terus yaudah sudah selesai,0.0,1.0
4260,kasihan lihat polisi di tengah pandemi ini tupoksinya seperti bertambah bnyk yg seharusnya hanya menjaga keamanan dan ketertiban vaksin dan penyaluran bansos skrg sampai yg turun tangang langsung di proses vaksin dan penyaluran bansos semoga selalu diberi kekuatan,kasihan lihat polisi di tengah pandemi ini tupoksinya seperti tambah banyak yang harus hanya jaga aman dan tertib vaksin dan salur bansos sekarang sampai yang turun tangang langsung di proses vaksin dan salur bansos moga selalu beri kuat,1.0,0.0
4261,masalah ya sdh bln barang ya ngak ada animo masyarakat ya tinggi tp vaksin ya ngak adasama jg bohong,masalah ya sudah bulan barang ya enggak ada animo masyarakat ya tinggi tapi vaksin ya enggak adasama juga bohong,0.0,-1.0
4262,efeknya suntik vaksin lebih terasa yg di ternyata,efek suntik vaksin lebih asa yang di nyata,0.0,-1.0
4264,kodim surabaya selatan menyelenggarakan vaksin harian di pt suparma tbk diikuti karyawan dan masyarakat,kodim surabaya selatan selenggara vaksin hari di pt suparma tbk ikut karyawan dan masyarakat,0.0,0.0
4265,makin banyak yg terpapar dan sembuh maka tercipta herd imunity secara alami tanpa vaksin,makin banyak yang papar dan sembuh maka cipta herd imunity cara alami tanpa vaksin,0.0,0.0
4266,di akun ignya satgas sulsel nder nda harus ji check up dulu krna ada ji check upnya juga di sana sebelum vaksin yang penting sudah jki sarapan,di akun ignya satgas sulsel nder indak harus ji check up dulu karena ada ji check upnya juga di sana belum vaksin yang penting sudah jki sarap,0.0,0.0
4267,stok vaksin di sejumlah daerah menipis dpr sentil jokowi,stok vaksin di jumlah daerah tip dpr sentil jokowi,0.0,0.0
4269,semenjak abis vaksin sinovac jd gampang pilek cina asuuu,semenjak habis vaksin sinovac jadi gampang pilek cina asu,0.0,-1.0
4270,ga sabar pengen vaksin kedua,enggak sabar pengin vaksin dua,1.0,1.0
4272,asal bukan sinovac,asal bukan sinovac,0.0,0.0
4273,ya udah sih biarin aja yg antivax kagak mau vaksin misalkan gw gak mau divaksin trs besok mati ya udah pilihan gw kalo semakin menyebar covid dan kelompok antivax ya punah jg gpp apa untungnya sih melestasikan homo sapiens spesies merusak jg kan punah ya punah aja gpp,ya sudah sih biar saja yang antivax kagak mau vaksin misal gue enggak mau vaksin terus besok mati ya sudah pilih gue kalo makin sebar covid dan kelompok antivax ya punah juga enggak apa apa untung sih melestasikan homo sapiens spesies rusak juga kan punah ya punah saja enggak apa,1.0,0.0
4274,urang vaksin ke dua minggu setelah vaksin pertama lohhh,urang vaksin ke dua minggu telah vaksin pertama loh,0.0,0.0
4276,sudah divaksin artinya lebih kuat menghadapi virus covid mas bukan artinya jd ga bisa positif pamanku sekeluarga lg isoman nih ga da yg bergejala krn semuanya sudah vaksin,sudah vaksin arti lebih kuat hadap virus covid mas bukan arti jadi enggak bisa positif paman keluarga lagi isoman nih enggak ada yang gejala karena semua sudah vaksin,0.0,1.0
4277,tapi semua vaksin seharusnya memang voluntary bkn mandatory apalagi paksa smua yg bilang mencapai persenan sekian br terjadi herd immunity adalah para tirani medis pembohong besar goblok kali yg termakan ini pelajari sejarah spy otak kelean pintar dikit,tapi semua vaksin harus memang voluntary bukan mandatory apalagi paksa semua yang bilang capai persen sekian baru jadi herd immunity adalah para tirani medis bohong besar goblok kali yang makan ini ajar sejarah supaya otak kelean pintar dikit,1.0,-1.0
4279,padahal udah banyak banget angka kematian karena covid dan harusnya mereka jangan denial kalau banyak dari mereka yang udah vaksin itu punya imun yang lebih kuat dibanding orang lain yang belum vaksin kok ini malah diputarbalikkan,padahal sudah banyak banget angka mati karena covid dan harus mereka jangan denial kalau banyak dari mereka yang sudah vaksin itu punya imun yang lebih kuat banding orang lain yang belum vaksin kok ini malah diputarbalikkan,1.0,1.0
4280,karena pekerjaan sdh ga pulkam pdhl deket banget alhamdulillah bali paling disiplin masalah vaksin bahkan per mei kmrin sudah kelar vaksin ke cuma istri dan anak anak pada belum vaksin sdh usaha nanya sana sini belum dpt info jg u vaksin pertama,karena kerja sudah enggak pulkam padahal dekat banget alhamdulillah bal paling disiplin masalah vaksin bahkan per mei kemarin sudah kelar vaksin ke cuma istri dan anak anak pada belum vaksin sudah usaha tanya sana sini belum dapat info juga lu vaksin pertama,0.0,-1.0
4281,plisss cepetin vaksin gw mau tidur spanjang hari abis itu,plisss cepetin vaksin gue mau tidur spanjang hari habis itu,1.0,0.0
4282,kemarin hits hampers lebaran sekarang hits hampers obat dan vitamin isoman nanti hampers apalagi ya jgn sampe vaksin dibungkus beserta jarum suntiknya,kemarin hits hampers lebaran sekarang hits hampers obat dan vitamin isoman nanti hampers apalagi ya jangan sampai vaksin bungkus serta jarum suntik,1.0,-1.0
4283,sebuah testimoni vaksin ayo vaksin gaesssss,buah testimoni vaksin ayo vaksin gaesssss,1.0,1.0
4284,riau butuh tambahan vaksin,riau butuh tambah vaksin,0.0,0.0
4285,disini menukan sapa yang terobos antrian dan kuat batasese dia yang dapat vaksin duluan,sini menu sapa yang terobos antri dan kuat batasese dia yang dapat vaksin duluan,0.0,0.0
4287,bagi temen yang mau coba daftar vaksin bisa dicoba buka aja bagi yang mau aja sih kalau aku daerah sukoharjo surakarta kemarin,bagi teman yang mau coba daftar vaksin bisa coba buka saja bagi yang mau saja sih kalau aku daerah sukoharjo surakarta kemarin,0.0,0.0
4288,sepak terjang bpom di masa pandemi banyak mendapat sorotan dari tak meloloskan uji klinis yang tak sesuai prosedur hingga membantah klaim obat,sepak terjang bpom di masa pandemi banyak dapat sorot dari tak lolos uji klinis yang tak sesuai prosedur hingga ban klaim obat,0.0,0.0
4289,lha ko aneh cs nya kan memang setelah kena covid selama bulan belum boleh di vaksin,lah kok aneh cs nya kan memang telah kena covid lama bulan belum boleh di vaksin,1.0,0.0
4291,setelah ppkm usai semua penduduk hrs punya kartu vaksin kecuali untuk warga miskin menjaga kesehatan dikembalikan ke diri masingmasing jika ngeyel dan masuk rumah sakit biaya ditanggung sendiri pemerintah hanya memastikan ketersediaan faskes nakes dan,telah ppkm usai semua duduk harus punya kartu vaksin kecuali untuk warga miskin jaga sehat kembali ke diri masingmasing jika ngeyel dan masuk rumah sakit biaya tanggung sendiri perintah hanya pasti sedia faskes nakes dan,1.0,-1.0
4292,anti vaksin covid itu sama sama pemuja covid perkara kematian sedikit mereka bacot seolah kiamat bumi ini kubilang anti vaksin covid krn ketengok ga semua mereka murni anti vaksin cumak vaksin covid saja,anti vaksin covid itu sama sama puja covid perkara mati sedikit mereka bacot olah kiamat bumi ini bilang anti vaksin covid karena tengok enggak semua mereka murni anti vaksin cumak vaksin covid saja,1.0,-1.0
4293,iyah kak katanya vaksin bisa mengurangi resiko terpapar lah ini kok malah banyak yg meninggal kan aneh,iya kak kata vaksin bisa kurang resiko papar lah ini kok malah banyak yang tinggal kan aneh,1.0,-1.0
4294,ayo vaksin,ayo vaksin,1.0,1.0
4295,alhamdulillah ibu udah vaksin dosis,alhamdulillah ibu sudah vaksin dosis,1.0,0.0
4296,kerjaan hari pertama kemarin di pontianak kalau ketemu orang pasti aku nanya udah vaksin apa belum lalu yang belum alasannya ya allah kalau kate org melayu kusmangat,kerja hari pertama kemarin di pontianak kalau ketemu orang pasti aku tanya sudah vaksin apa belum lalu yang belum alas ya allah kalau kata orang melayu kusmangat,0.0,0.0
4297,menurutku sah aja di singapura jg vaksin sinovac bisa dibeli di klinik swasta dengan catatan khusus buat orang yang alergi sama vaksin utama yang gratis kalau di indonesia vaksin berbayar baiknya tidak dijadikan vaksin utama dan menunggu vaksin gratis sudah disuntikan semua,turut sah saja di singapura juga vaksin sinovac bisa beli di klinik swasta dengan catat khusus buat orang yang alergi sama vaksin utama yang gratis kalau di indonesia vaksin bayar baik tidak jadi vaksin utama dan tunggu vaksin gratis sudah sunti semua,1.0,0.0
4298,perasaan kemarin sebelum vaksin kalo mati gimana ya kalo ntar malah sakit gimana ya sampe saat pendaftaran masih gemeteran tapi berhubung liat stafnya cewe cantik semua beraniin diri lah,asa kemarin belum vaksin kalo mati bagaimana ya kalo entar malah sakit bagaimana ya sampai saat daftar masih gemeteran tapi hubung lihat staf cewek cantik semua beraniin diri lah,0.0,1.0
4300,info papua barat warga manokwari memblokade jalan menolak vaksin,info papua barat warga manokwari blokade jalan tolak vaksin,0.0,-1.0
4301,semoga yaaa memang combo dari efek vaksin amp imun kuat prokes saat ketemu tentu saja ga pake masker ya yuk vaksin yuuukk minimal mengurangi gejala bila terpapar,moga ya memang combo dari efek vaksin amp imun kuat prokes saat ketemu tentu saja enggak pakai masker ya yuk vaksin yuuukk minimal kurang gejala bila papar,1.0,1.0
4302,vaksin ato enggak itu pilihan urusan apa suruh suruh harus vaksin kasih makan juga enggakaneh,vaksin atau enggak itu pilih urus apa suruh suruh harus vaksin kasih makan juga enggakaneh,1.0,-1.0
4303,demi apa ini aku belom tidur samsek pdhal jm mau vaksin,demi apa ini aku belum tidur samsek padahal jm mau vaksin,1.0,0.0
4306,stop vaksin krn udh byk korban meninggal gara hbs vaksin,stop vaksin karena sudah banyak korban tinggal gara habis vaksin,1.0,-1.0
4307,hari ini coba datang langsung ke puskesmas ngaglik utk dapat vaksin bermodal screenshot pendaftaran online anda sidah terdaftar setelah sebelumnya daftar gagal terus usiaku pas semoga berhasil,hari ini coba datang langsung ke puskesmas ngaglik untuk dapat vaksin modal screenshot daftar online anda sidah daftar telah belum daftar gagal terus usia pas moga hasil,1.0,0.0
4308,vaksin dosis aku gaada efek samping samsekkk,vaksin dosis aku enggak ada efek samping samsekkk,0.0,-1.0
4313,gubernur khofifah mengatakan bhw ketika ini jawa timur macih menunggu terkait dropping vaksin berkelanjutan sehingga pada bln agustus ini herd immunity dapet terbentuk mencapai target,gubernur khofifah kata bahwa ketika ini jawa timur macih tunggu kait dropping vaksin lanjut sehingga pada bulan agustus ini herd immunity dapat bentuk capai target,0.0,0.0
4315,pas saya vaksin cukup sebut nik doang dan validasi data dg beberapa pertanyaan birokrat yg nirempati lebih pentingin administrasi dibanding substansi gini emang paling bener catet nip terus cepuin,pas saya vaksin cukup sebut nik doang dan validasi data dengan beberapa tanya birokrat yang nirempati lebih pentingin administrasi banding substansi begini memang paling benar catet nip terus cepuin,1.0,0.0
4316,begitu pula kejadian sama temen dia ternyata kontak dekat sama yang positif baru banget vaksin juga yang ternyata positif sih udah sakit dari pas ketemu baru swab beberapa hari kemudian positif rumah positif temen gw negatif swab sesuai pedoman bbrp hr stlh kontak,begitu pula jadi sama teman dia nyata kontak dekat sama yang positif baru banget vaksin juga yang nyata positif sih sudah sakit dari pas ketemu baru swab beberapa hari kemudian positif rumah positif teman gue negatif swab sesuai pedoman beberapa hari telah kontak,0.0,0.0
4317,asal vaksin sisemvak dr china sementara mrk beli vaksin dr jerman dan usa lah kok kita pake sisemvak apa krn murah atau ijon dg pulau,asal vaksin sisemvak dari china sementara mereka beli vaksin dari jerman dan usah lah kok kita pakai sisemvak apa karena murah atau ijon dengan pulau,1.0,-1.0
4318,klo surat keterangan swabpcrantigen hingga vaksin dijadikan syarat utama lintas daerah maka yakinlah sepertix nanti sisa tka china yg bs keliling indonesia,kalo surat terang swabpcrantigen hingga vaksin jadi syarat utama lintas daerah maka yakin sepertix nanti sisa tka china yang bisa keliling indonesia,1.0,0.0
4319,daripada kejarpedagangmending kejarorang wajib di vaksin ditempat,daripada kejarpedagangmending kejarorang wajib di vaksin tempat,1.0,1.0
4322,anji tkt bgt yg abs pd vaksin trus begadang katanya malamnya demam menggigil panas dingin haduh ling mampus,anji tkt banget yang habis pada vaksin terus begadang kata malam demam gigil panas dingin aduh ling mampus,0.0,-1.0
4323,ya allah bisanya mimpi lagi di vaksin mana deg degan sama jarumnya kerasa nyata banget lagi,ya allah bisa mimpi lagi di vaksin mana deg degan sama jarum rasa nyata banget lagi,0.0,-1.0
4324,baru banget vaksin terus ternyata kontak deket banget sama yang positif paham ga sih gimana pastinya harus swab juga kan tapi alhamdulillah negatif entah efek vaksin apa imun lagi kuat pokoknya alhamdulillah banget so far ga ada gejala apaapa,baru banget vaksin terus nyata kontak dekat banget sama yang positif paham enggak sih bagaimana pasti harus swab juga kan tapi alhamdulillah negatif entah efek vaksin apa imun lagi kuat pokok alhamdulillah banget sok far enggak ada gejala apaapa,0.0,1.0
4325,pen vaksin tp ngeri antriny bersyukur bgt w dlm kondisi ga hrs yg membutuhkan sertif vaksin serumah yg udh pny ktp tp blm vaksin cuma w amp adek w pengangguran amp adek anak kuliahan mbk mas bpk ibu udh vaksin krn mrk dpt priviledge dr tempat kerja,pengin vaksin tapi ngeri antriny syukur banget gue dalam kondisi enggak harus yang butuh sertif vaksin rumah yang sudah punya ktp tapi belum vaksin cuma gue amp adek gue anggur amp adek anak kuliah mbak mas bpk ibu sudah vaksin karena mereka dapat priviledge dari tempat kerja,0.0,0.0
4327,ayo vaksin guys biar bisa cepet ciuman lagi,ayo vaksin guys biar bisa cepat cium lagi,1.0,1.0
4328,perlu belajar banyak gimana sih mencegah hoax vaksin,perlu ajar banyak bagaimana sih cegah hoax vaksin,1.0,0.0
4330,masnanti pas vaksin pastiin badannya fit ya dan ga lagi sakit flu atau apapun itu danmalemnya gua begadang ga tidur lanjut sampe kelar vaksin tenang dok saya kuat,masnanti pas vaksin pastiin badan fit ya dan enggak lagi sakit flu atau apa itu danmalemnya gua begadang enggak tidur lanjut sampai kelar vaksin tenang dok saya kuat,0.0,0.0
4331,china mendahului dengan lebih bilion dos vaksin yang sudah didaftarkan awaninews awanipagi,china dahulu dengan lebih bilion dos vaksin yang sudah daftar awaninews awanipagi,0.0,0.0
4332,astagaaaaa woiii dilaranggg begadanggg apalagi mau vaksin dulu,astagaaaaa woiii dilaranggg begadanggg apalagi mau vaksin dulu,0.0,0.0
4333,vaksin saksikan kejadian besar apa setelahnya,vaksin saksi jadi besar apa telah,1.0,-1.0
4334,bruntung gw punya ortu yg dari dulu sadar dgn kesehatan emak lulusan apoteker bokap hiperkes ketika vaksin sudah ada di indonesia kami sekeluarga lngsung bergegas cari tau ttg vaksin syukur pada tuhan bokap udh vaksin dosis tinggal gw dan nyokap yg nunggu dosis kedua,bruntung gue punya orang tua yang dari dulu sadar dengan sehat emak lulus apoteker bokap hiperkes ketika vaksin sudah ada di indonesia kami keluarga langsung gegas cari tau tentang vaksin syukur pada tuhan bokap sudah vaksin dosis tinggal gue dan nyokap yang tunggu dosis dua,0.0,1.0
4335,hari ini vaksin dosis horeeeeeee,hari ini vaksin dosis horeeeeeee,0.0,1.0
4336,ibarat vaksin cacar sewaktu bayi mb sampe gede pun kita bakal tetap berpotensi kena kan kurang lebih begitu jg tergantung kondisi tubuh masing sy alhamdulillah ga efek apa vaksinnya,ibarat vaksin cacar waktu bayi mbak sampai gede pun kita bakal tetap potensi kena kan kurang lebih begitu juga gantung kondisi tubuh masing saya alhamdulillah enggak efek apa vaksin,0.0,1.0
4338,vaksin cina gak ada guna nya,vaksin cina enggak ada guna nya,1.0,-1.0
4339,takla penyamun vaksin hahaha,takla samun vaksin hahaha,1.0,-1.0
4342,kemarin nyoba vaksin tdk bisa krn komorbid ashma terima kasih,kemarin coba vaksin tidak bisa karena komorbid ashma terima kasih,0.0,1.0
4346,dia bukan dokter tapi sales buat jualan vaksin,dia bukan dokter tapi sales buat jual vaksin,1.0,-1.0
4347,temanku yg di jepang ikut suami di sana mereka jg saat nolak vaksin haknya dijunjung tinggi katanya gmn aku mau vaksin org bosnya aja di kantor ngga mau tp adem ayem aja ngga ada saling sindir kyk di wakaland,teman yang di jepang ikut suami di sana mereka juga saat nolak vaksin hak junjung tinggi kata bagaimana aku mau vaksin orang bos saja di kantor enggak mau tapi adem ayem saja enggak ada saling sindir kayak di wakaland,0.0,-1.0
4348,liatin aja nanti abis vaksin gue lgsg tidur hari ngantuk bet cu,lihat saja nanti habis vaksin gue langsung tidur hari ngantuk banget cu,1.0,0.0
4349,moon maap ngakak guah baca berita ini kek bisaaakkk yaaaaa sesempetan ngecat rambut kenapa bukan sehari sebelom atau sesudah vaksin,moon maaf akak guah baca berita ini kayak bisaaakkk yaaaaa sesempetan ngecat rambut kenapa bukan hari bom atau sudah vaksin,1.0,0.0
4351,d offic suami jg sifatnya sukarela pdlh di indo tp ada org jepang india korea dll di management mngkin krn berbagai negara jd aturannya berlaku internasional bhkn yg org jepang milih pulang vaksin ke negaranya,di offic suami juga sifat sukarela pdlh di indonesia tapi ada orang jepang india korea dll di management mungkin karena bagai negara jadi atur laku internasional bahkan yang orang jepang pilih pulang vaksin ke negara,0.0,0.0
4352,ayo vaksin demi kebaikan kita bersama cara kita melawan pandemi beranipeduli gerakanberbagiuntukwarga suksekanvaksinasi mariprokesketat,ayo vaksin demi baik kita sama cara kita lawan pandemi beranipeduli gerakanberbagiuntukwarga suksekanvaksinasi mariprokesketat,1.0,1.0
4353,kalau bc di artikelnya bhwa ijin pmakaianya dlm kondisi darurat artinya mmang sbnarnya sinovac dan sinopharm tdk diyakini efektif cuma kalau di negri kita justru di dibranding efikasinya oke,kalau baca di artikel bahwa ijin pmakaianya dalam kondisi darurat arti memang benar sinovac dan sinopharm tidak yakin efektif cuma kalau di negeri kita justru di dibranding efikasinya oke,1.0,-1.0
4354,mkn mmng ga ada lg yg bisa dilaporkan bosan karantina trs bikin stress amp imun turun warga capek sdh vaksin tp msh hrs pcr lg nyari makan dirazia mulu dgn dalih ppkm skr ganti istilah tp intinya ttp samasementara wna ttp masuk dgn bebas dan menterinya sibuk nonton sinetron,makin mmng enggak ada lagi yang bisa lapor bosan karantina terus bikin stres amp imun turun warga capek sudah vaksin tapi masih harus pcr lagi cari makan razia mulu dengan dalih ppkm sekarang ganti istilah tapi inti tetap samasementara wna tetap masuk dengan bebas dan menteri sibuk tonton sinetron,1.0,-1.0
4358,baru bangun iseng liat facebook sentimen soal vaksin silahkan baca replies di post ini indonesian,baru bangun iseng lihat facebook sentimen soal vaksin sila baca replies di post ini indonesian,1.0,0.0
4359,maaf saya kurang memasukkan info ybs sebulan sebelumnya sudah vaksin sinovac,maaf saya kurang masuk info ybs bulan belum sudah vaksin sinovac,0.0,0.0
4360,gue mau vaksin tp gue gak tidur hadeehhh,gue mau vaksin tapi gue enggak tidur hadeehhh,0.0,0.0
4362,wadaw tidak sabar buat vaksin sinovac dosis kedua,wadaw tidak sabar buat vaksin sinovac dosis dua,1.0,1.0
4364,seringsering aja deh vaksin klo efeknya bikin laper mulu gpp biar gemuk,seringsering saja deh vaksin kalo efek bikin laper mulu enggak apa biar gemuk,1.0,1.0
4366,vaksin biontech memberi antibodi lebih besar,vaksin biontech beri antibodi lebih besar,0.0,1.0
4367,akhirnya dapet panggilan vaksin cuy seneeeng sayangnya aku udah vaksin duluan semoga ibu sama teteh juga dapet panggilan bareng,akhir dapat panggil vaksin cuy seneeeng sayang aku sudah vaksin duluan moga ibu sama teteh juga dapat panggil bareng,1.0,1.0
4369,udahlah dikejar kejar pelayanan vaksin swab buka tiap hari kasus harian masih naik masih aja kadang diprotes sama warga sol kuota pasien harian dikurangi karena beberapa temen nakes pada isoman miris,sudah kejar kejar layan vaksin swab buka tiap hari kasus hari masih naik masih saja kadang protes sama warga sol kuota pasien hari rang karena beberapa teman nakes pada isoman miris,1.0,0.0
4370,tinggalkan sinovac kok china malah borong vaksin amerika,tinggal sinovac kok china malah borong vaksin amerika,0.0,0.0
4371,ayo vaksin demi kebaikan kita bersama,ayo vaksin demi baik kita sama,1.0,1.0
4372,iya kedepan sertifikat vaksin sepertinya menjadi dokumen kelengkapan terutama untuk mobilitas semoga vaksin musantara segera go publik yakk punya kita sendiri dari bumi kita sendiri,iya depan sertifikat vaksin seperti jadi dokumen lengkap utama untuk mobilitas moga vaksin musantara segera go publik ya punya kita sendiri dari bumi kita sendiri,1.0,1.0
4374,sri mulyani merinci total vaksin yang sudah diberikan hingga juli mencapai juta dosis,sri mulyani merinci total vaksin yang sudah beri hingga juli capai juta dosis,0.0,0.0
4377,hidup di sg aja kau sombong pantas kau dongok kubaca replyan kau aja sok paling pintar dan paling tau kau warga sg cerdas kayak gatau aja aku sm sg smua kau labelin teori konspirasi anti vaksin pdhl kau yg dongok ga pake otak baca setengah muncungmu da maju meter,hidup di sg saja kau sombong pantas kau dongok baca replyan kau saja sok paling pintar dan paling tau kau warga sg cerdas kayak enggak tau saja aku sama sg semua kau labelin teori konspirasi anti vaksin padahal kau yang dongok enggak pakai otak baca tengah muncungmu ada maju meter,1.0,0.0
4378,waktu isi survey vaksin aku jawab tidak ke sebagian besar pertanyaan apakah aku waras ternyata aku ttp waras krn dipaksa putar otak krn orderan yang macet tpi justru org yg punya penghasilan tetap mlh stress,waktu isi survey vaksin aku jawab tidak ke bagi besar tanya apakah aku waras nyata aku tetap waras karena paksa putar otak karena order yang macet tapi justru orang yang punya hasil tetap malah stres,1.0,0.0
